-0.025,1.210930961,6.227170502
-0.0249,1.221008387,6.449666433
-0.0248,1.247924463,6.261293222
-0.0247,1.223460942,6.169708845
-0.0246,1.234190823,6.225256575
-0.0245,1.244451954,6.198141208
-0.0244,1.256072803,6.139142487
-0.0243,1.241634182,6.244446079
-0.0242,1.262154356,6.326379719
-0.0241,1.256183096,6.273612776
-0.024,1.267333255,6.192917399
-0.0239,1.252511381,6.354141476
-0.0238,1.228040062,6.240699369
-0.0237,1.228905926,6.195539454
-0.0236,1.250249637,6.396484806
-0.0235,1.248880639,6.356945014
-0.0234,1.26310732,6.392593672
-0.0233,1.250937611,6.250142541
-0.0232,1.245281706,6.385724436
-0.0231,1.261789428,6.297741803
-0.023,1.234203377,6.189246878
-0.0229,1.228326719,6.396057589
-0.0228,1.193522074,6.271702603
-0.0227,1.233201609,6.318389081
-0.0226,1.233327403,6.194121804
-0.0225,1.245757993,5.948018172
-0.0224,1.241186179,6.419637856
-0.0223,1.249734205,6.463858767
-0.0222,1.237136217,6.42124842
-0.0221,1.218526965,6.28013629
-0.022,1.227581675,6.317499029
-0.0219,1.220006157,6.344790955
-0.0218,1.198722067,6.283273383
-0.0217,1.199918282,6.287419875
-0.0216,1.212245963,6.482702406
-0.0215,1.221008387,6.549199009
-0.0214,1.214701624,6.429490153
-0.0213,1.208141538,6.331624635
-0.0212,1.198698301,6.314366873
-0.0211,1.197129089,6.202071205
-0.021,1.198368226,6.402420463
-0.0209,1.246373179,6.344790955
-0.0208,1.220755946,6.378661298
-0.0207,1.247690905,6.328711888
-0.0206,1.227643466,6.229262619
-0.0205,1.223290447,6.462477216
-0.0204,1.241363717,6.351708531
-0.0203,1.22757358,6.372697515
-0.0202,1.218633869,6.424941123
-0.0201,1.206049486,6.35421337
-0.02,1.202688907,6.494503825
-0.0199,1.228800863,6.329013919
-0.0198,1.239181097,6.188410495
-0.0197,1.242437189,6.355258843
-0.0196,1.253323978,6.108944631
-0.0195,1.22996626,6.355537903
-0.0194,1.230017427,6.318279231
-0.0193,1.223630272,6.342680965
-0.0192,1.225186383,6.314217844
-0.0191,1.222245545,6.387635126
-0.019,1.248547686,6.539222568
-0.0189,1.233630609,6.496896613
-0.0188,1.233476834,6.422595367
-0.0187,1.244547795,6.255068391
-0.0186,1.248627508,6.213152837
-0.0185,1.257645664,6.438955637
-0.0184,1.250233438,6.49612968
-0.0183,1.230272141,6.462325929
-0.0182,1.234948901,6.288495045
-0.0181,1.269492637,6.403947151
-0.018,1.285471753,6.426872455
-0.0179,1.254922204,6.339743318
-0.0178,1.246580902,6.314559731
-0.0177,1.25864108,6.133566468
-0.0176,1.252613933,6.279968306
-0.0175,1.243908262,6.397245719
-0.0174,1.245245408,6.461954
-0.0173,1.23961967,6.350351206
